"統計名：","登記統計 商業・法人"
"表番号："
"表題：","会社及び登記の種類別　会社の登記の件数"
"実施年月：","2018年","1月"

"***","数字が得られないもの"
"…","数字が得られないもの"

"","","","","","","/会社の種類別(月次) コード","110","110","110","110","110","110"
"","","","","","","/会社の種類別(月次) 補助コード","-","-","-","-","-","-"
"","","","","","","/会社の種類別(月次)","株式会社","株式会社","株式会社","株式会社","株式会社","株式会社"
"","","","","","","/本店・支店所在地における登記の別 コード","100","100","100","100","100","100"
"","","","","","","/本店・支店所在地における登記の別 補助コード","-","-","-","-","-","-"
"","","","","","","/本店・支店所在地における登記の別","本店","本店","本店","本店","本店","本店"
"","","","","","","/会社の登記の種類別(月次) コード","200","210","230","290","320","330"
"","","","","","","/会社の登記の種類別(月次) 補助コード","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","時間軸(月次) コード","時間軸(月次) 補助コード","時間軸(月次)","/会社の登記の種類別(月次)","登記事項の変更","登記事項の変更_目的の変更","登記事項の変更_資本金の額の増加","登記事項の変更_役員等に関する変更","登記事項の変更_取締役会，監査役会又は委員会設置会社に関する変更","登記事項の変更_監査役，会計参与又は会計監査人設置会社に関する変更"
"100","","件数【件】","2015001111","","2015年11月","","46,777","3,586","1,918","34,654","661","1,132"
"100","","件数【件】","2015001010","","2015年10月","","56,433","4,230","2,248","41,475","826","1,201"
"100","","件数【件】","2015000909","","2015年9月","","48,391","3,734","1,902","35,693","741","1,025"
"100","","件数【件】","2015000808","","2015年8月","","51,185","3,801","2,144","37,877","695","1,117"
"100","","件数【件】","2015000707","","2015年7月","","90,940","5,700","2,424","70,923","1,139","1,739"
"100","","件数【件】","2015000606","","2015年6月","","79,076","4,622","2,164","63,736","897","1,475"
"100","","件数【件】","2015000505","","2015年5月","","45,885","3,454","2,022","34,053","507","1,158"
"100","","件数【件】","2015000404","","2015年4月","","60,312","4,280","2,296","44,822","530","1,441"
"100","","件数【件】","2015000303","","2015年3月","","48,216","4,336","2,359","34,434","490","1,199"
"100","","件数【件】","2015000202","","2015年2月","","38,854","3,702","1,915","27,207","363","1,088"
"100","","件数【件】","2015000101","","2015年1月","","42,124","3,526","1,932","29,942","443","1,221"
"100","","件数【件】","2014001212","","2014年12月","","49,578","3,711","2,061","36,833","475","1,342"
"100","","件数【件】","2014001111","","2014年11月","","40,661","3,409","1,770","29,627","363","1,009"
"100","","件数【件】","2014001010","","2014年10月","","52,590","4,287","2,275","38,354","469","1,355"
"100","","件数【件】","2014000909","","2014年9月","","47,060","3,856","1,971","34,759","431","1,193"
"100","","件数【件】","2014000808","","2014年8月","","44,596","3,632","1,970","32,827","397","1,092"
"100","","件数【件】","2014000707","","2014年7月","","80,686","5,523","2,331","64,025","609","1,438"
"100","","件数【件】","2014000606","","2014年6月","","71,409","4,552","2,082","57,833","541","1,266"
"100","","件数【件】","2014000505","","2014年5月","","47,092","3,928","2,050","35,058","428","1,070"
"100","","件数【件】","2014000404","","2014年4月","","56,765","4,340","2,371","41,950","426","1,230"
"100","","件数【件】","2014000303","","2014年3月","","41,120","4,051","2,162","28,904","312","958"
"100","","件数【件】","2014000202","","2014年2月","","34,697","3,716","1,835","23,872","260","924"
"100","","件数【件】","2014000101","","2014年1月","","38,364","3,555","1,861","27,042","339","992"
"100","","件数【件】","2013001212","","2013年12月","","47,254","3,725","2,053","34,958","433","1,177"
"100","","件数【件】","2013001111","","2013年11月","","44,211","3,632","1,823","32,372","375","1,214"
"100","","件数【件】","2013001010","","2013年10月","","51,509","4,165","2,218","37,142","427","1,412"
"100","","件数【件】","2013000909","","2013年9月","","44,039","3,577","1,822","32,381","308","1,232"
"100","","件数【件】","2013000808","","2013年8月","","44,984","3,781","1,883","32,935","341","1,170"
"100","","件数【件】","2013000707","","2013年7月","","81,969","5,704","2,266","65,186","369","1,751"
"100","","件数【件】","2013000606","","2013年6月","","70,687","4,637","1,951","57,154","315","1,499"
"100","","件数【件】","2013000505","","2013年5月","","50,717","4,101","2,036","38,085","393","1,349"
"100","","件数【件】","2013000404","","2013年4月","","58,692","4,738","2,213","43,245","374","1,376"
"100","","件数【件】","2013000303","","2013年3月","","42,310","4,025","2,036","30,165","307","1,112"
"100","","件数【件】","2013000202","","2013年2月","","35,915","3,779","1,718","24,920","294","1,045"
"100","","件数【件】","2013000101","","2013年1月","","35,256","3,129","1,492","25,247","272","942"
"100","","件数【件】","2012001212","","2012年12月","","46,365","3,692","1,807","34,536","350","1,225"
"100","","件数【件】","2012001111","","2012年11月","","44,792","3,767","1,723","32,989","392","1,199"
"100","","件数【件】","2012001010","","2012年10月","","52,509","4,318","2,046","37,835","354","1,565"
"100","","件数【件】","2012000909","","2012年9月","","42,583","3,511","1,700","31,445","301","1,205"
"100","","件数【件】","2012000808","","2012年8月","","47,586","3,764","1,840","35,156","365","1,364"
"100","","件数【件】","2012000707","","2012年7月","","79,743","5,291","2,048","63,589","479","1,772"
"100","","件数【件】","2012000606","","2012年6月","","71,941","4,298","1,812","58,683","406","1,550"
"100","","件数【件】","2012000505","","2012年5月","","50,686","3,684","2,018","38,307","349","1,524"
"100","","件数【件】","2012000404","","2012年4月","","54,104","3,906","1,867","39,657","349","1,376"
"100","","件数【件】","2012000303","","2012年3月","","43,174","3,809","1,941","31,156","314","1,174"
"100","","件数【件】","2012000202","","2012年2月","","37,760","3,410","1,715","26,896","296","1,123"
"100","","件数【件】","2012000101","","2012年1月","","37,382","2,941","1,606","26,984","254","1,068"
"100","","件数【件】","2011001212","","2011年12月","","50,051","3,330","1,782","38,248","313","1,457"
"100","","件数【件】","2011001111","","2011年11月","","46,619","3,291","1,743","35,206","279","1,449"
"100","","件数【件】","2011001010","","2011年10月","","49,734","3,601","1,796","36,986","343","1,480"
"100","","件数【件】","2011000909","","2011年9月","","48,019","3,427","1,750","36,118","386","1,393"
"100","","件数【件】","2011000808","","2011年8月","","52,098","3,714","1,802","39,417","322","1,500"
"100","","件数【件】","2011000707","","2011年7月","","77,206","4,755","1,856","62,350","338","1,714"
"100","","件数【件】","2011000606","","2011年6月","","82,840","4,510","1,997","68,461","322","1,892"
"100","","件数【件】","2011000505","","2011年5月","","47,121","3,135","1,766","36,158","248","1,396"
"100","","件数【件】","2011000404","","2011年4月","","56,070","3,751","2,018","41,850","284","1,543"
"100","","件数【件】","2011000303","","2011年3月","","46,402","3,703","2,039","33,730","273","1,340"
"100","","件数【件】","2011000202","","2011年2月","","35,819","3,138","1,696","25,287","296","1,136"
"100","","件数【件】","2011000101","","2011年1月","","37,398","3,076","1,624","26,646","256","1,172"
"100","","件数【件】","2010001212","","2010年12月","","48,499","3,259","1,933","36,239","284","1,475"
"100","","件数【件】","2010001111","","2010年11月","","44,867","3,325","1,746","33,222","272","1,375"
"100","","件数【件】","2010001010","","2010年10月","","48,656","3,585","1,932","35,093","303","1,621"
"100","","件数【件】","2010000909","","2010年9月","","47,695","3,596","1,853","35,060","254","1,585"
"100","","件数【件】","2010000808","","2010年8月","","47,787","3,463","1,855","35,267","261","1,542"
"100","","件数【件】","2010000707","","2010年7月","","79,634","5,119","2,133","62,723","391","1,939"
"100","","件数【件】","2010000606","","2010年6月","","80,093","4,692","2,276","64,668","374","1,908"
"100","","件数【件】","2010000505","","2010年5月","","44,877","3,366","1,869","33,409","218","1,395"
"100","","件数【件】","2010000404","","2010年4月","","59,456","4,431","2,475","42,810","397","1,743"
"100","","件数【件】","2010000303","","2010年3月","","47,254","4,096","2,421","33,279","301","1,467"
"100","","件数【件】","2010000202","","2010年2月","","37,321","3,396","1,871","25,695","249","1,297"
"100","","件数【件】","2010000101","","2010年1月","","39,663","3,189","1,845","27,883","282","1,315"
"100","","件数【件】","2009001212","","2009年12月","","53,259","3,548","2,137","39,631","370","1,783"
"100","","件数【件】","2009001111","","2009年11月","","45,792","3,344","1,711","33,520","272","1,555"
"100","","件数【件】","2009001010","","2009年10月","","54,837","3,961","2,099","39,658","308","1,871"
"100","","件数【件】","2009000909","","2009年9月","","48,472","3,564","1,948","35,843","229","1,589"
"100","","件数【件】","2009000808","","2009年8月","","49,188","3,595","1,949","36,237","250","1,662"
"100","","件数【件】","2009000707","","2009年7月","","89,522","5,771","2,502","70,108","334","2,439"
"100","","件数【件】","2009000606","","2009年6月","","88,481","5,125","2,325","71,588","300","2,379"
"100","","件数【件】","2009000505","","2009年5月","","47,411","3,259","1,942","35,198","219","1,658"
"100","","件数【件】","2009000404","","2009年4月","","63,680","4,438","2,444","45,903","311","2,191"
"100","","件数【件】","2009000303","","2009年3月","","50,586","4,097","2,259","35,907","249","1,784"
"100","","件数【件】","2009000202","","2009年2月","","40,800","3,504","1,780","28,396","193","1,674"
"100","","件数【件】","2009000101","","2009年1月","","43,541","3,408","1,886","30,395","195","1,695"
